process,TP,FP,TN,FN,precision,recall,accuracy,f_measure,mcc,precision-recall area
R-HSA-1638803,122.0,201.0,20979.0,0.0,0.37770897832817335,1.0,0.9905642662660783,0.5483146067415731,0.6116571654316868,0.42851142019480076
R-HSA-1638821,122.0,201.0,20979.0,0.0,0.37770897832817335,1.0,0.9905642662660783,0.5483146067415731,0.6116571654316868,0.42851142019480076
R-HSA-174058,64.0,21.0,21217.0,0.0,0.7529411764705882,1.0,0.9990141770725753,0.8590604026845637,0.8672927262465172,0.8652095928238932
R-HSA-174105,72.0,22.0,21208.0,0.0,0.7659574468085106,1.0,0.9989672331236503,0.8674698795180723,0.8747363651533315,0.8707629574835292
R-HSA-174202,68.0,20.0,21214.0,0.0,0.7727272727272727,1.0,0.9990611210215004,0.8717948717948718,0.878634993608723,0.8394810830972083
R-HSA-174203,55.0,28.0,21219.0,0.0,0.6626506024096386,1.0,0.9986855694301005,0.7971014492753623,0.8134969818678933,0.5875884248015242
R-HSA-174255,73.0,22.0,21207.0,0.0,0.7684210526315789,1.0,0.9989672331236503,0.869047619047619,0.8761419541807886,0.8202651815611799
R-HSA-176700,47.0,61.0,21191.0,3.0,0.4351851851851852,0.94,0.996995587268801,0.5949367088607594,0.6385078730385227,0.2911987311657635
R-HSA-1799326,107.0,74.0,21121.0,0.0,0.5911602209944752,1.0,0.9965261477795512,0.7430555555555557,0.7675260584623159,0.5575354348964353
R-HSA-1799329,104.0,73.0,21125.0,0.0,0.5875706214689266,1.0,0.9965730917284762,0.7402135231316727,0.7652105541082446,0.5623697144204102
R-HSA-1799330,95.0,66.0,21141.0,0.0,0.5900621118012422,1.0,0.9969016993709511,0.7421875,0.7669587553012188,0.5811584839674052
R-HSA-1799332,93.0,63.0,21146.0,0.0,0.5961538461538461,1.0,0.997042531217726,0.7469879518072289,0.7709623912128799,0.5807856127719897
R-HSA-1799335,87.0,55.0,21160.0,0.0,0.6126760563380281,1.0,0.9974180828091259,0.759825327510917,0.7817209798982253,0.6011958217389926
R-HSA-180573,52.0,31.0,21219.0,0.0,0.6265060240963856,1.0,0.9985447375833255,0.7703703703703704,0.7909437795236243,0.5175834935120911
R-HSA-180603,54.0,31.0,21217.0,0.0,0.6352941176470588,1.0,0.9985447375833255,0.776978417266187,0.7964717499104323,0.5673355552282019
R-HSA-181450,47.0,61.0,21191.0,3.0,0.4351851851851852,0.94,0.996995587268801,0.5949367088607594,0.6385078730385227,0.2911987311657635
R-HSA-187574,57.0,30.0,21215.0,0.0,0.6551724137931034,1.0,0.9985916815322505,0.7916666666666666,0.8088555166509623,0.5963350590199328
R-HSA-188191,66.0,22.0,21214.0,0.0,0.75,1.0,0.9989672331236503,0.8571428571428571,0.8655766964962859,0.8398356453309741
R-HSA-192704,87.0,55.0,21160.0,0.0,0.6126760563380281,1.0,0.9974180828091259,0.759825327510917,0.7817209798982253,0.6011958217389926
R-HSA-192841,89.0,61.0,21152.0,0.0,0.5933333333333334,1.0,0.997136419115576,0.7447698744769875,0.7691730279172195,0.5847959253941912
R-HSA-205039,52.0,30.0,21220.0,0.0,0.6341463414634146,1.0,0.9985916815322505,0.7761194029850745,0.7957707433929525,0.4758309848826753
R-HSA-209061,52.0,36.0,21214.0,0.0,0.5909090909090909,1.0,0.9983100178387005,0.7428571428571429,0.7680546994780868,0.4594289835693901
R-HSA-211715,50.0,34.0,21218.0,0.0,0.5952380952380952,1.0,0.9984039057365506,0.7462686567164178,0.7708993474592731,0.4544292856037997
R-HSA-212222,63.0,69.0,21167.0,3.0,0.4772727272727273,0.9545454545454546,0.9966200356774012,0.6363636363636365,0.6737157783087058,0.32536430806050326
R-HSA-212252,65.0,70.0,21164.0,3.0,0.48148148148148145,0.9558823529411765,0.9965730917284762,0.6403940886699507,0.677139121330464,0.3301897096576361
R-HSA-212263,65.0,70.0,21164.0,3.0,0.48148148148148145,0.9558823529411765,0.9965730917284762,0.6403940886699507,0.677139121330464,0.3301897096576361
R-HSA-212269,63.0,69.0,21167.0,3.0,0.4772727272727273,0.9545454545454546,0.9966200356774012,0.6363636363636365,0.6737157783087058,0.32536430806050326
R-HSA-2130282,67.0,42.0,21192.0,1.0,0.6146788990825688,0.9852941176470589,0.9979814101962257,0.7570621468926553,0.7774170664136728,0.584981837543797
R-HSA-2172678,57.0,72.0,21170.0,3.0,0.4418604651162791,0.95,0.9964792038306263,0.6031746031746031,0.6466340740068297,0.30029845252139165
R-HSA-2213248,76.0,159.0,21067.0,0.0,0.32340425531914896,1.0,0.9925359121209276,0.4887459807073955,0.5665524640043924,0.26244790133503765
R-HSA-2245218,59.0,72.0,21168.0,3.0,0.45038167938931295,0.9516129032258065,0.9964792038306263,0.6113989637305699,0.6533972249809917,0.30396564273700205
R-HSA-2288097,62.0,74.0,21163.0,3.0,0.45588235294117646,0.9538461538461539,0.9963853159327762,0.6169154228855721,0.6581173244469303,0.30680325803670067
R-HSA-2294574,62.0,80.0,21157.0,3.0,0.43661971830985913,0.9538461538461539,0.9961036522392264,0.5990338164251208,0.6439631889085746,0.30282185506723347
R-HSA-2294580,62.0,80.0,21157.0,3.0,0.43661971830985913,0.9538461538461539,0.9961036522392264,0.5990338164251208,0.6439631889085746,0.30282185506723347
R-HSA-2294590,62.0,80.0,21157.0,3.0,0.43661971830985913,0.9538461538461539,0.9961036522392264,0.5990338164251208,0.6439631889085746,0.30282185506723347
R-HSA-2294600,63.0,78.0,21158.0,3.0,0.44680851063829785,0.9545454545454546,0.9961975401370763,0.6086956521739131,0.6517078303893363,0.3051830142448166
R-HSA-2301205,58.0,72.0,21169.0,3.0,0.4461538461538462,0.9508196721311475,0.9964792038306263,0.6073298429319371,0.650050222221955,0.3006950622617171
R-HSA-2316434,85.0,91.0,21126.0,0.0,0.48295454545454547,1.0,0.9957281006478265,0.6513409961685824,0.6934573864890462,0.513905687919373
R-HSA-2400009,78.0,76.0,21148.0,0.0,0.5064935064935064,1.0,0.9964322598817013,0.6724137931034482,0.7104082124213918,0.5199670945259278
R-HSA-2408529,89.0,60.0,21153.0,0.0,0.5973154362416108,1.0,0.997183363064501,0.7478991596638656,0.7717680719345226,0.5953245144630801
R-HSA-2467809,123.0,202.0,20977.0,0.0,0.37846153846153846,1.0,0.9905173223171533,0.5491071428571429,0.6122514737039283,0.43046143505493456
R-HSA-2467811,122.0,201.0,20979.0,0.0,0.37770897832817335,1.0,0.9905642662660783,0.5483146067415731,0.6116571654316868,0.42851142019480076
R-HSA-2468287,125.0,204.0,20973.0,0.0,0.3799392097264438,1.0,0.9904234344193034,0.5506607929515419,0.6134160253632803,0.44045398944240843
R-HSA-2484822,122.0,201.0,20979.0,0.0,0.37770897832817335,1.0,0.9905642662660783,0.5483146067415731,0.6116571654316868,0.42851142019480076
R-HSA-2574840,72.0,42.0,21188.0,0.0,0.631578947368421,1.0,0.9980283541451507,0.7741935483870968,0.793932915415423,0.7199028057874235
R-HSA-2574845,72.0,42.0,21188.0,0.0,0.631578947368421,1.0,0.9980283541451507,0.7741935483870968,0.793932915415423,0.7199028057874235
R-HSA-264458,50.0,33.0,21219.0,0.0,0.6024096385542169,1.0,0.9984508496854756,0.7518796992481204,0.7755476902556088,0.45584847671794704
R-HSA-3000310,72.0,42.0,21188.0,0.0,0.631578947368421,1.0,0.9980283541451507,0.7741935483870968,0.793932915415423,0.7212939832011522
R-HSA-3000319,72.0,42.0,21188.0,0.0,0.631578947368421,1.0,0.9980283541451507,0.7741935483870968,0.793932915415423,0.7212939832011522
R-HSA-3222593,56.0,71.0,21172.0,3.0,0.4409448818897638,0.9491525423728814,0.9965261477795512,0.6021505376344086,0.6456904803857902,0.2957396938042801
R-HSA-3223200,68.0,85.0,21146.0,3.0,0.4444444444444444,0.9577464788732394,0.9958689324946014,0.6071428571428571,0.6509611692730096,0.3323851201331291
R-HSA-3229089,67.0,81.0,21151.0,3.0,0.4527027027027027,0.9571428571428572,0.9960567082903014,0.6146788990825688,0.6568400878109023,0.3339167210010432
R-HSA-3229102,70.0,90.0,21139.0,3.0,0.4375,0.958904109589041,0.9956342127499765,0.6008583690987125,0.6461658526677037,0.3255917213694504
R-HSA-3240295,60.0,67.0,21172.0,3.0,0.47244094488188976,0.9523809523809523,0.9967139235752511,0.631578947368421,0.66956622075079,0.3220395314583424
R-HSA-3364026,69.0,84.0,21146.0,3.0,0.45098039215686275,0.9583333333333334,0.9959158764435264,0.6133333333333333,0.6559495294066666,0.3126831196488928
R-HSA-3451147,49.0,48.0,21202.0,3.0,0.5051546391752577,0.9423076923076923,0.9976058586048259,0.6577181208053691,0.6890116491744472,0.3406281080828387
R-HSA-3640874,54.0,34.0,21214.0,0.0,0.6136363636363636,1.0,0.9984039057365506,0.7605633802816901,0.7827224623322309,0.46890669116043177
R-HSA-3662335,59.0,70.0,21170.0,3.0,0.4573643410852713,0.9516129032258065,0.9965730917284762,0.6178010471204188,0.6584771220129964,0.3097014157026481
R-HSA-375302,113.0,191.0,20998.0,0.0,0.3717105263157895,1.0,0.9910337057553281,0.5419664268585133,0.6069265905661548,0.43164534051240966
