tp,fp,fn,tn,precision,recall,f_measure,mcc,precision@15,precision@20,precision@n_positives,threshold
0,1,14,3425,0.0,0.0,0.0,-0.001090069656376296,0.0,0.0,0.0,0.026781635101246964
0,0,11,3429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04316238776954597
7,1883,4,1546,0.003703703703703704,0.6363636363636364,0.007364544976328249,0.009897353034393092,0.0,0.0,0.0,0.0033813722435172503
0,4,10,3426,0.0,0.0,0.0,-0.0018422830571554081,0.0,0.0,0.0,0.012515580446899818
0,5,11,3424,0.0,0.0,0.0,-0.002160897820641389,0.0,0.0,0.0,0.013773265599529827
0,11,12,3417,0.0,0.0,0.0,-0.0033510647266305495,0.06666666666666667,0.05,0.0,0.010853756951388089
1,9,18,3412,0.1,0.05263157894736842,0.06896551724137931,0.06883082315986629,0.06666666666666667,0.1,0.10526315789473684,0.019946700745005215
0,18,19,3403,0.0,0.0,0.0,-0.005405010143612996,0.0,0.0,0.0,0.021788199284712876
0,19,19,3402,0.0,0.0,0.0,-0.005553931598947676,0.0,0.0,0.0,0.03998580298100575
2,16,17,3405,0.1111111111111111,0.10526315789473684,0.10810810810810811,0.10332735765772445,0.13333333333333333,0.1,0.10526315789473684,0.01421558715879902
11,1258,7,2164,0.008668242710795903,0.6111111111111112,0.017094017094017092,0.03640796217788339,0.0,0.0,0.0,0.005652823933348239
7,1307,11,2115,0.00532724505327245,0.3888888888888889,0.01051051051051051,0.001031782603573704,0.0,0.0,0.0,0.0056945320834803905
0,4,18,3418,0.0,0.0,0.0,-0.0024745695698187888,0.0,0.0,0.0,0.011692347598497155
0,7,11,3422,0.0,0.0,0.0,-0.002557553447462083,0.0,0.0,0.0,0.01396506474553914
14,1372,17,2037,0.010101010101010102,0.45161290322580644,0.019760056457304165,0.009469471972977456,0.0,0.0,0.0,0.009713146379720318
6,1211,5,2218,0.0049301561216105174,0.5454545454545454,0.009771986970684038,0.022705055711079992,0.0,0.0,0.0,0.0035958472104810945
7,1769,4,1660,0.003941441441441441,0.6363636363636364,0.00783435926133184,0.013610061757181924,0.0,0.0,0.0,0.0036612183390853353
0,9,10,3421,0.0,0.0,0.0,-0.002765437423486867,0.0,0.0,0.0,0.007841690466891057
9,1241,8,2182,0.0072,0.5294117647058824,0.014206787687450671,0.024328439660702916,0.0,0.0,0.0,0.005590817670766994
0,7,17,3416,0.0,0.0,0.0,-0.0031822414581382276,0.0,0.0,0.0,0.011054371794497524
0,11,17,3412,0.0,0.0,0.0,-0.003991476816673592,0.0,0.0,0.0,0.01242512656497085
0,7,17,3416,0.0,0.0,0.0,-0.0031822414581382276,0.0,0.0,0.0,0.012247839883523454
5,1402,6,2027,0.0035536602700781805,0.45454545454545453,0.007052186177715092,0.005245530955458319,0.0,0.0,0.0,0.0035475824918986504
2,22,22,3394,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07689305230288837,0.13333333333333333,0.1,0.08333333333333333,0.011660168285443842
1,5,23,3411,0.16666666666666666,0.041666666666666664,0.06666666666666667,0.08019492407551729,0.06666666666666667,0.05,0.041666666666666664,0.06076731873676285
0,1,12,3427,0.0,0.0,0.0,-0.0010089139535557476,0.06666666666666667,0.05,0.0,0.09431495331577064
0,4,14,3422,0.0,0.0,0.0,-0.0021810908539251633,0.0,0.0,0.0,0.012259523366576531
