tp,fp,fn,tn,precision,recall,f_measure,mcc,precision@15,precision@20,precision@n_positives
0,0,14,3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2,1,3428,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.86995683835349,0.6666666666666666,0.5,0.9090909090909091
10,3,1,3427,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.8356811366422381,0.6666666666666666,0.55,0.7272727272727273
6,1,4,3430,0.8571428571428571,0.6,0.7058823529411764,0.716475636239172,0.5333333333333333,0.4,0.7
0,2,11,3427,0.0,0.0,0.0,-0.0013660753715525457,0.13333333333333333,0.1,0.18181818181818182
8,4,4,3424,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6654998055231427,0.5333333333333333,0.4,0.6666666666666666
7,23,12,3399,0.23333333333333334,0.3684210526315789,0.2857142857142857,0.2883126042743581,0.3333333333333333,0.25,0.2631578947368421
1,14,18,3408,0.06666666666666667,0.05263157894736842,0.058823529411764705,0.05459852152816356,0.06666666666666667,0.1,0.10526315789473684
2,13,17,3409,0.13333333333333333,0.10526315789473684,0.11764705882352941,0.11412751790915558,0.13333333333333333,0.1,0.10526315789473684
1,8,18,3414,0.1111111111111111,0.05263157894736842,0.07142857142857142,0.07296860696598205,0.06666666666666667,0.05,0.05263157894736842
13,2,5,3421,0.8666666666666667,0.7222222222222222,0.7878787878787877,0.7901685699645742,0.8666666666666667,0.65,0.7222222222222222
15,5,3,3418,0.75,0.8333333333333334,0.7894736842105262,0.7894143210236231,0.7333333333333333,0.75,0.7777777777777778
11,5,7,3418,0.6875,0.6111111111111112,0.6470588235294118,0.6464430771635532,0.6666666666666666,0.65,0.7222222222222222
8,5,3,3425,0.6153846153846154,0.7272727272727273,0.6666666666666667,0.6678474312588698,0.5333333333333333,0.4,0.7272727272727273
20,61,11,3349,0.24691358024691357,0.6451612903225806,0.35714285714285715,0.3909329654219294,0.4666666666666667,0.45,0.41935483870967744
5,10,6,3419,0.3333333333333333,0.45454545454545453,0.3846153846153846,0.38697787488175595,0.3333333333333333,0.3,0.36363636363636365
8,7,3,3422,0.5333333333333333,0.7272727272727273,0.6153846153846153,0.6214135466621916,0.5333333333333333,0.4,0.7272727272727273
7,5,3,3425,0.5833333333333334,0.7,0.6363636363636365,0.6378649283506294,0.5333333333333333,0.4,0.6
12,9,5,3414,0.5714285714285714,0.7058823529411765,0.6315789473684211,0.6331117236129601,0.6666666666666666,0.6,0.6470588235294118
11,4,6,3419,0.7333333333333333,0.6470588235294118,0.6875,0.6874018979040556,0.7333333333333333,0.55,0.6470588235294118
13,9,4,3414,0.5909090909090909,0.7647058823529411,0.6666666666666667,0.6703925398417578,0.6666666666666666,0.6,0.7058823529411765
