tp,fp,fn,tn,precision,recall,f_measure,mcc,precision@15,precision@20,precision@n_positives,threshold
7.0,34.0,19.0,3319.0,0.17073170731707318,0.2692307692307692,0.20895522388059704,0.2067854639514177,0.3333333333333333,0.25,0.19230769230769232,0.06850821058074902
4.0,27.0,12.0,3336.0,0.12903225806451613,0.25,0.1702127659574468,0.17422640990110383,0.13333333333333333,0.15,0.125,0.02871147512770577
5.0,35.0,58.0,3281.0,0.125,0.07936507936507936,0.0970873786407767,0.08605817114848263,0.3333333333333333,0.25,0.07936507936507936,0.03533465022690815
0.0,17.0,27.0,3336.0,0.0,0.0,0.0,-0.006380080117687747,0.0,0.0,0.07407407407407407,0.047458654355115246
5.0,54.0,17.0,3303.0,0.0847457627118644,0.22727272727272727,0.12345679012345677,0.12967582314309933,0.2,0.2,0.18181818181818182,0.029311524226069457
0.0,16.0,15.0,3349.0,0.0,0.0,0.0,-0.0046045277324713784,0.0,0.0,0.0,0.04233802540382015
5.0,116.0,40.0,3218.0,0.04132231404958678,0.1111111111111111,0.060240963855421686,0.0470812740798414,0.0,0.0,0.022222222222222223,0.03144881014576584
3.0,10.0,13.0,3354.0,0.23076923076923078,0.1875,0.20689655172413793,0.20462349190729173,0.2,0.15,0.1875,0.030133443360827614
2.0,29.0,36.0,3312.0,0.06451612903225806,0.05263157894736842,0.05797101449275362,0.04861055630629464,0.06666666666666667,0.05,0.05263157894736842,0.04985837780233059
2.0,65.0,61.0,3251.0,0.029850746268656716,0.031746031746031744,0.030769230769230767,0.011783121778862772,0.06666666666666667,0.05,0.015873015873015872,0.04419521960498573
2.0,17.0,28.0,3332.0,0.10526315789473684,0.06666666666666667,0.0816326530612245,0.07726550807308541,0.13333333333333333,0.1,0.06666666666666667,0.0424617050922155
3.0,21.0,27.0,3329.0,0.125,0.1,0.11111111111111112,0.10470110736204508,0.13333333333333333,0.15,0.1,0.04132851516748373
4.0,15.0,25.0,3335.0,0.21052631578947367,0.13793103448275862,0.16666666666666666,0.16462837047239243,0.26666666666666666,0.2,0.1724137931034483,0.11020821889232855
8.0,37.0,29.0,3305.0,0.17777777777777778,0.21621621621621623,0.1951219512195122,0.1862412892878408,0.2,0.25,0.21621621621621623,0.069710910783466
6.0,62.0,31.0,3280.0,0.08823529411764706,0.16216216216216217,0.1142857142857143,0.10642800469673536,0.2,0.15,0.13513513513513514,0.048644817973726114
1.0,19.0,12.0,3347.0,0.05,0.07692307692307693,0.060606060606060615,0.0575263266556525,0.06666666666666667,0.05,0.07692307692307693,0.06749320512958146
7.0,30.0,27.0,3315.0,0.1891891891891892,0.20588235294117646,0.19718309859154928,0.1888467270644878,0.26666666666666666,0.25,0.20588235294117646,0.07530606415671942
