tp,fp,fn,tn,precision,recall,f_measure,mcc,precision@15,precision@20,precision@n_positives
1.0,28.0,26.0,3324.0,0.034482758620689655,0.037037037037037035,0.03571428571428571,0.027685310498020508,0.06666666666666667,0.05,0.037037037037037035
0.0,8.0,14.0,3357.0,0.0,0.0,0.0,-0.0031422237062347,0.0,0.1,0.0
12.0,28.0,65.0,3274.0,0.3,0.15584415584415584,0.20512820512820512,0.20332388965794412,0.6,0.5,0.18181818181818182
9.0,27.0,18.0,3326.0,0.25,0.3333333333333333,0.28571428571428575,0.28208030262286515,0.4,0.35,0.25925925925925924
0.0,15.0,21.0,3343.0,0.0,0.0,0.0,-0.00528064457586667,0.0,0.0,0.0
3.0,8.0,17.0,3352.0,0.2727272727272727,0.15,0.19354838709677416,0.1987834334299914,0.2,0.25,0.25
8.0,57.0,43.0,3271.0,0.12307692307692308,0.1568627450980392,0.13793103448275862,0.12403666374607317,0.3333333333333333,0.3,0.13725490196078433
3.0,9.0,15.0,3353.0,0.25,0.16666666666666666,0.2,0.20066655000826017,0.2,0.15,0.16666666666666666
6.0,32.0,43.0,3298.0,0.15789473684210525,0.12244897959183673,0.13793103448275865,0.12792362962919665,0.26666666666666666,0.2,0.16326530612244897
10.0,83.0,56.0,3230.0,0.10752688172043011,0.15151515151515152,0.1257861635220126,0.10697162881152174,0.2,0.2,0.13636363636363635
3.0,56.0,25.0,3295.0,0.05084745762711865,0.10714285714285714,0.06896551724137932,0.0625879272944585,0.13333333333333333,0.1,0.07142857142857142
3.0,41.0,24.0,3312.0,0.06818181818181818,0.1111111111111111,0.08450704225352113,0.07765725862993397,0.13333333333333333,0.1,0.07407407407407407
2.0,17.0,25.0,3335.0,0.10526315789473684,0.07407407407407407,0.08695652173913043,0.08215842714865867,0.13333333333333333,0.1,0.1111111111111111
2.0,29.0,36.0,3312.0,0.06451612903225806,0.05263157894736842,0.05797101449275362,0.04861055630629464,0.06666666666666667,0.05,0.07894736842105263
1.0,39.0,34.0,3305.0,0.025,0.02857142857142857,0.026666666666666665,0.015828524488237402,0.06666666666666667,0.05,0.02857142857142857
0.0,19.0,19.0,3341.0,0.0,0.0,0.0,-0.005654761904761905,0.0,0.0,0.0
7.0,35.0,29.0,3308.0,0.16666666666666666,0.19444444444444445,0.1794871794871795,0.1704806312199498,0.2,0.2,0.16666666666666666
2.0,21.0,40.0,3316.0,0.08695652173913043,0.047619047619047616,0.061538461538461535,0.05568662668992157,0.0,0.0,0.09523809523809523
7.0,52.0,26.0,3294.0,0.11864406779661017,0.21212121212121213,0.15217391304347827,0.14759267795328904,0.2,0.2,0.15151515151515152
2.0,19.0,18.0,3340.0,0.09523809523809523,0.1,0.0975609756097561,0.09208358985995206,0.13333333333333333,0.1,0.1
3.0,17.0,14.0,3345.0,0.15,0.17647058823529413,0.16216216216216214,0.15810652484508925,0.2,0.15,0.17647058823529413
1.0,29.0,19.0,3331.0,0.03333333333333333,0.05,0.04,0.03382806282713129,0.0,0.0,0.0
1.0,25.0,16.0,3337.0,0.038461538461538464,0.058823529411764705,0.04651162790697675,0.04160803255634803,0.0,0.05,0.058823529411764705
1.0,19.0,29.0,3330.0,0.05,0.03333333333333333,0.04,0.033825976739947035,0.06666666666666667,0.05,0.03333333333333333
1.0,9.0,21.0,3348.0,0.1,0.045454545454545456,0.06250000000000001,0.06333038225383988,0.06666666666666667,0.1,0.13636363636363635
4.0,39.0,37.0,3299.0,0.09302325581395349,0.0975609756097561,0.09523809523809525,0.08388153955034333,0.13333333333333333,0.1,0.07317073170731707
4.0,19.0,66.0,3290.0,0.17391304347826086,0.05714285714285714,0.08602150537634408,0.08904172819275767,0.2,0.2,0.15714285714285714
2.0,13.0,36.0,3328.0,0.13333333333333333,0.05263157894736842,0.07547169811320754,0.07731195327756635,0.13333333333333333,0.1,0.13157894736842105
1.0,11.0,15.0,3352.0,0.08333333333333333,0.0625,0.07142857142857144,0.06835124936500286,0.06666666666666667,0.1,0.0625
9.0,50.0,53.0,3267.0,0.15254237288135594,0.14516129032258066,0.1487603305785124,0.13329346612230314,0.26666666666666666,0.2,0.16129032258064516
18.0,39.0,69.0,3253.0,0.3157894736842105,0.20689655172413793,0.25,0.239881896307359,0.3333333333333333,0.3,0.22988505747126436
7.0,36.0,21.0,3316.0,0.16279069767441862,0.25,0.1971830985915493,0.19350359941269019,0.2,0.2,0.21428571428571427
9.0,53.0,30.0,3287.0,0.14516129032258066,0.23076923076923078,0.1782178217821782,0.17103119364415353,0.26666666666666666,0.2,0.1282051282051282
